"Date of Download: 2021-11-18_16:58:39"
"Search Parameters: Data Level:all  Trait List:  Trial List:1400  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Length to diameter ratio computation|CO_331:0000779","Number of plants harvested per NET plot|CO_331:0000679","Number of storage roots after harvest per NET plot|CO_331:0000233","Storage root appearance estimating 1-9 NCSU|CO_331:0000793","Storage root flesh color Carotenoids estimating 0-4|CO_331:0000782","Storage root shape uniformity estimating 1-9 by NCSU|CO_331:0000776","Storage root skin predominant color estimating 1-12 NCSU|CO_331:0000780","Total storage root weight per NET plot in kg|CO_331:0000237","Weight of 32 count US no. 1 storage roots measuring kg per plot|CO_331:0000616","Weight of 40 count US no. 1 storage roots measuring kg per plot|CO_331:0000615","Weight of 55 count US no. 1 storage roots measuring kg per plot|CO_331:0000614","Weight of 90 count US no. 1 storage roots measuring kg per plot|CO_331:0000613","Weight of canner storage roots measuring kg per plot|CO_331:0000610","Weight of jumbo storage roots measuring kg per plot|CO_331:0000611","Weight of total US no. 1 storage roots measuring kg per plot|CO_331:0000609","notes"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","168556","L417","","plot","223336","18NCGT0014HCR_4014_4_L417","4","4","4014","14","4","test","","","","","4","3.5","4","6","","","","","","","","","defects: Crack:Crack (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42925","Burgundy_G2","","plot","223314","18NCGT0014HCR_5001_5_Burgundy_G2","5","5","5001","1","5","test","","3.16","25","32","","","","","3.49","0","0","0","0.72","2.78","0","0.72",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43539","Orleans_G2","","plot","223329","18NCGT0014HCR_5002_5_Orleans_G2","5","5","5002","2","5","test","","2.59","25","114","","","","","16.75","0","1.7","2.85","5.75","5.66","0.81","10.29",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223359","18NCGT0014HCR_5003_5_NC10-0118M28_G2","5","5","5003","3","5","test","","2.69","25","64","","","","","12.97","1.68","1.88","2.92","3.12","2.99","0.38","9.59",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223335","18NCGT0014HCR_5004_5_L13-84","5","5","5004","4","5","test","","2.7","25","149","","","","","16.95","0","0","0.85","4.97","11.13","0","5.82",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43057","Averre_G2","NC05-0198_G2","plot","223315","18NCGT0014HCR_5005_5_NC05-0198_G2","5","5","5005","5","5","test","","2.47","25","105","7","3","7","5","24.26","2.23","3.02","7.65","6.74","3.88","0.75","19.63"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223342","18NCGT0014HCR_5006_5_Beauregard_G2","5","5","5006","6","5","check","","2.37","25","128","","","","","26.53","1.14","4.47","7.16","6.14","6.32","1.31","18.91",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","168557","L445","Radiance","plot","223300","18NCGT0014HCR_5007_5_L445","5","5","5007","7","5","test","","1.71","25","52","","","","","19.66","2.15","6.88","2.37","1.94","0.89","5.43","13.34",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223328","18NCGT0014HCR_5008_5_NC10-0118M28_G2","5","5","5008","8","5","test","","2.22","25","34","","","","","6.24","0","0.83","0.59","1.93","2.2","0.69","3.35",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42907","Bellevue_G2","","plot","223324","18NCGT0014HCR_5009_5_Bellevue_G2","5","5","5009","9","5","test","","2.31","25","104","","","","","23.64","3.4","2.32","6.21","5.5","4.55","1.66","17.43",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223338","18NCGT0014HCR_5010_5_L13-81","5","5","5010","10","5","test","","2.63","25","109","","","","","20.39","0","0.86","5.39","6.5","5.39","2.24","12.75",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","82695","NC09-0122C1_G2","","plot","223344","18NCGT0014HCR_5011_5_NC09-0122C1_G2","5","5","5011","11","5","test","","2.59","25","73","6","3.25","5","9","15.72","0","2.22","3.78","3.54","3.27","2.91","9.54","defects: Taper (Operator: ncsu, Time: ), percent rot: 10 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43047","NC04-0531_G2","","plot","223346","18NCGT0014HCR_5012_5_NC04-0531_G2","5","5","5012","12","5","test","","2.24","25","70","","","","","11.22","0","0.45","2.41","3.88","3.92","0.57","6.73",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","318009","Covington_G2","","plot","223358","18NCGT0014HCR_5013_5_Covington_G2","5","5","5013","13","5","check","","1.99","25","92","","","","","21.54","1.13","3.1","4.34","7.44","2.75","2.78","16.01",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","46446","NC15-0185","","plot","223345","18NCGT0014HCR_5014_5_NC15-0185","5","5","5014","14","5","test","","2.37","25","87","","","","","9.53","0","0","1.2","2.52","5.81","0","3.73",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43057","Averre_G2","NC05-0198_G2","plot","223302","18NCGT0014HCR_6001_6_NC05-0198_G2","6","6","6001","1","6","test","","2.65","25","97","","","","","23.01","1.69","1.35","7.63","5.27","3.97","3.1","15.95",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223307","18NCGT0014HCR_6002_6_L13-84","6","6","6002","2","6","test","","2.53","25","116","","","","","20.27","0.54","0.45","5.25","6.44","6.9","0.69","12.68",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223337","18NCGT0014HCR_6003_6_Beauregard_G2","6","6","6003","3","6","check","","2.7","25","100","","","","","15.79","0.53","1.3","4.2","3.85","5.91","0","9.87",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","168556","L417","","plot","223312","18NCGT0014HCR_6004_6_L417","6","6","6004","4","6","test","","2.75","25","87","","","","","10.82","0","0","1.13","4.08","5.61","0","5.21",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223355","18NCGT0014HCR_6005_6_NC10-0118M28_G2","6","6","6005","5","6","test","","2.05","25","56","","","","","15.97","2.3","2.24","4.26","2.61","1.83","2.74","11.41",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43539","Orleans_G2","","plot","223340","18NCGT0014HCR_6006_6_Orleans_G2","6","6","6006","6","6","test","","2.63","25","117","","","","","20.24","1.1","0.89","4.21","7.68","5.86","0.5","13.89",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223323","18NCGT0014HCR_6007_6_L13-81","6","6","6007","7","6","test","","2.82","25","95","","","","","13.88","0.54","1.83","0.57","5.35","5.59","0","8.29",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43047","NC04-0531_G2","","plot","223321","18NCGT0014HCR_6008_6_NC04-0531_G2","6","6","6008","8","6","test","","1.98","25","63","","","","","13.19","0.56","1.39","1.87","4.6","3.4","1.36","8.43",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223363","18NCGT0014HCR_6009_6_NC10-0118M28_G2","6","6","6009","9","6","test","","2.33","25","89","","","","","31.7","3.76","3.56","4.37","2.56","3.06","14.4","14.25",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","318009","Covington_G2","","plot","223304","18NCGT0014HCR_6010_6_Covington_G2","6","6","6010","10","6","check","","2.09","25","100","","","","","21.93","1.73","0.98","5.42","6.56","4.06","3.19","14.69",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","46446","NC15-0185","","plot","223333","18NCGT0014HCR_6011_6_NC15-0185","6","6","6011","11","6","test","","2.25","25","87","","","","","14.32","0","1.36","2.91","5.83","4.23","0","10.1",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42925","Burgundy_G2","","plot","223351","18NCGT0014HCR_6012_6_Burgundy_G2","6","6","6012","12","6","test","","3.17","25","16","","","","","1.66","0","0","0","0.65","1","0","0.65",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","82695","NC09-0122C1_G2","","plot","223354","18NCGT0014HCR_6013_6_NC09-0122C1_G2","6","6","6013","13","6","test","","2.9","25","109","","","","","16.53","0","0.42","3.69","5.62","6.2","0.6","9.73",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42907","Bellevue_G2","","plot","223311","18NCGT0014HCR_6014_6_Bellevue_G2","6","6","6014","14","6","test","","3","25","97","","","","","12.88","0.6","0","0.63","4.33","7.33","0","5.55",""
